,KEY,sarcasm_explanation
95,1_S12E06_016_u,"The video is sarcastic because of the speaker's utterance ""Says the man with a giant belt buckle and a dickey,"" which conveys amusement, playfulness, and mockery, with a lighthearted and tongue-in-cheek tone. The exaggerated and humorous description of the person's attire suggests the speaker is poking fun at them, implying facetiousness and irony. Additionally, the speaker's facial expressions, such as raised brows, tightened lids, and lip corners pulled, indicate a playful and teasing tone, further supporting the conclusion that the video is sarcastic."
96,2_407_u,"The video is non-sarcastic because the speaker's utterance ""Hey!"" conveys enthusiasm and excitement, with a straightforward and energetic tone, lacking any irony or mocking undertones. The speaker's facial expressions also suggest a range of emotions, including happiness, but no cues indicate sarcasm."
97,1_11232_u,"The video is sarcastic because the speaker's utterance ""And I love that I work and do all the cleaning, and you're okay with that"" conveys resentment, frustration, and anger, despite the warm and inviting tone. The phrase ""I love that"" is likely sarcastic, implying the opposite of what is being said. The speaker's facial expressions, such as raised brows and cheeks, also suggest a sense of annoyance and dissatisfaction. The contrast between the speaker's negative emotions and their calm, composed demeanor further supports the conclusion that the video is sarcastic."
98,1_S12E03_239_u,"The video is non-sarcastic because the speaker's utterance ""I told him it was dumb, and now he's mad at me"" conveys a genuine sense of concern and anxiety, with a negative sentiment. The language used is straightforward and descriptive, without any irony or mocking tone, indicating a lack of sarcasm. Additionally, the speaker's facial expressions, such as raised brows and pulled lip corners, suggest emotions like surprise and doubt, further supporting the non-sarcastic label."
99,1_S12E09_175_u,"The video is non-sarcastic because despite the speaker's utterance ""All right, great, can we go?"" conveying impatience and a hint of sarcasm, the overall sentiment is neutral to slightly positive, and the tone is friendly and inviting. The speaker's vocal dynamics, including a warm and open intonation, a noticeable rise in pitch, and a soft and even volume, contribute to a welcoming and uplifting atmosphere. Additionally, the speaker's facial expressions suggest happiness and relaxation, which further supports the non-sarcastic label."
100,1_10495_u,"The video is sarcastic because of the speaker's utterance ""Oh, sure"" which conveys a tone of irony and doubt, suggesting they're not entirely serious or convinced about the possibility of living together. This tone is reinforced by the speaker's facial expressions, particularly the raised upper lid, tightened lid, and raised eyebrows which indicate skepticism and hesitation. Additionally, the speaker's casual and conversational tone, with a hint of playfulness, further supports the conclusion that the video is sarcastic."
101,2_430_u,"The video is sarcastic because of the speaker's utterance ""I guess you would know that or else we would be in a predicament room"", which conveys a hint of playfulness and lightheartedness, but also subtle sarcasm, particularly in the phrase ""or else we would be in a predicament room"". The use of the word ""predicament"" and the idea of being in a ""room"" for it seems exaggerated and tongue-in-cheek, implying that the speaker is being facetious or ironic. Additionally, the speaker's tone is informal and conversational, with a touch of humor, and the sentiment expressed is neutral to slightly positive, which further supports the conclusion that the video is sarcastic."
102,4_S01E07_149_u,"The video is sarcastic because the speaker's utterance ""Very ethical"" is likely being used in a tongue-in-cheek manner to express the opposite sentiment, implying cynicism and skepticism. The tone is ironic and questioning, and the phrase ""Of course"" suggests sarcasm, implying that the speaker thinks it's obvious that married men would deny dating. Additionally, the speaker's facial expressions, such as raised brows and wrinkled nose, and possible emotions like anger and doubt, further reinforce the sarcastic tone."
103,1_S12E23_350_u,"The video is sarcastic because the speaker's utterance ""maybe 300 tiny haircuts over a ten-year period"" conveys a sense of irony and playfulness, implying facetiousness and tongue-in-cheek humor. The use of the word ""tiny"" adds to the playful tone, and the speaker's shift from a neutral to a somber tone, accompanied by subtle changes in intonation and facial expressions, suggests a hint of sarcasm. The overall sentiment of lightheartedness and humor, combined with the speaker's casual and conversational tone, further supports the conclusion that the video is sarcastic."
104,4_S01E07_150_u,"The video is non-sarcastic because despite the speaker's utterance having a hint of sarcasm, particularly in the phrase ""You check out her ass, I've got the chest,"" the overall tone and sentiment conveyed are of arrogance, nonchalance, and a lack of empathy. The speaker's facial expressions, such as raised brows and tightened lids, suggest emotions like contempt, which are more in line with a genuine expression of annoyance or frustration rather than sarcasm. Additionally, the video context and the speaker's tonality, which are casual and somewhat crass, do not support a sarcastic tone."
105,2_387_u,"The video is non-sarcastic. The speaker's utterance ""Yes, I know, but her friend sounds like such a..."" conveys frustration and annoyance, with a negative sentiment towards the person being referred to. The informal tone and use of ""such a"" imply a strong negative opinion. The ellipsis at the end of the sentence suggests restraint, implying there's more to be said but it's being left unsaid,. The speaker's facial expressions, including raised brows, wrinkled nose, and tightened lips, also indicate a critical and disapproving tone. Overall, the sentiment expressed is negative, with a tone that's slightly critical and disapproving, suggesting no sarcasm."
106,2_602_u,"The video is non-sarcastic because the speaker's utterance ""No way!"" conveys excitement and surprise, with a positive and enthusiastic tone. The speaker's facial expressions, such as a raised inner brow and dimple, also suggest genuine emotions. Additionally, the vocal dynamics, including a shift from a neutral to an upbeat tone, further emphasize the speaker's happiness and enthusiasm. Overall, the absence of irony, mocking undertones, and the presence of genuine emotions and positivity indicate a non-sarcastic tone."
107,4_S01E04_099_u,"The video is sarcastic because the speaker's utterance, ""The most successful marriages are based on lies. You're off to a great start,"" conveys cynicism and sarcasm, challenging traditional notions of successful marriages. The tone is tongue-in-cheek, with a dash of dark humor, implying the speaker is not entirely serious. The use of the phrase ""You're off to a great start"" is particularly telling, as it implies facetiousness and irony. Additionally, the speaker's facial expressions, such as raised brows and upper lids, suggest emotions like happiness and contempt, further supporting the conclusion that the video is sarcastic."
108,1_410_u,"The video is non-sarcastic because the speaker's utterance conveys a sense of formality, respect, and admiration, with a polite and courteous tone. The language is straightforward and sincere, without any hint of irony or tongue-in-cheek tone. The speaker's tone is assertive and confident, shifting to a more subdued and measured demeanor, reflecting a change in subject matter or emotional emphasis. The speaker's facial expressions and possible emotions observed, such as surprise, happiness, and sadness, also suggest a genuine and sincere tone, further supporting the non-sarcastic label."
109,2_504_u,"The video is sarcastic because the speaker's utterance ""All right, okay, well, apparently not!"" conveys frustration, disappointment, and annoyance, with a strong hint of sarcasm in the use of phrases like ""All right"" and ""okay"" in an insincere and ironic tone. The speaker's tone is informal and conversational, but clearly unhappy with the situation, which contrasts with their smiling facial expression and assertive yet light-hearted delivery. The mismatch between the speaker's words and tone, as well as their facial expressions, suggests that the video is sarcastic."
110,4_S01E03_080_u,"The video is sarcastic because of the speaker's utterance ""Of course! Yes, why didn’t I…"", which conveys a sense of irony and self-deprecation, accompanied by a tone of exasperation and disappointment. The speaker's facial expressions, such as raised brows, raised cheecks and tightened lids, also suggest a sense of frustration and regret. Additionally, the shift in tone from assertiveness to remorse and the use of phrases like ""I mean, because he said that…"" imply hindsight regret and ""what if"" thinking, further supporting the label of sarcasm."
111,1_S12E02_443_u,"The video is non-sarcastic because the speaker's utterance ""I'm no longer happy"" directly expresses a negative emotional state, conveying sadness and unhappiness. The language is simple and sincere, lacking any hint of irony or tongue-in-cheek tone. Additionally, the speaker's facial expressions, such as the raised inner and outer brow, suggest emotions like happiness, surprise, and doubt, but not sarcasm. The overall sentiment and tone of the video are negative and genuine, supporting the non-sarcastic label."
112,2_406_u,"The video is sarcastic because the speaker's tone is confrontational and accusatory, with a strongly negative sentiment expressed through direct and confrontational language. The speaker's facial expressions, such as raised brows and tightened lids, also convey a sense of anger and resentment. The shift in tone from neutral to cold and distant further reinforces the idea that the speaker is genuinely upset and not being sarcastic."
113,1_427_u,"The video is sarcastic because of the speaker's utterance ""there's just no room for you in my wallet,"" which is likely meant to convey a sense of impossibility or unavailability rather than a literal lack of physical space. The tone is flippant and dismissive, and the phrase ""I'm sorry, too"" comes across as insincere. The speaker's facial expression are mostly neutral, also suggest annoyance and frustration. Furthermore, the shift in the speaker's tone from neutral to assertive and resolute pitch adds to the overall sense of sarcasm."
114,2_461_u,"The video is sarcastic because the speaker's utterance ""Wow you look just like your son, Mrs. Tribbiani"" conveys a lighthearted and humorous sentiment with a hint of teasing, which is likely an exaggeration or untruth. The tone is tongue-in-cheek, and the use of ""Wow"" adds to the playful and sarcastic tone. Additionally, the speaker's facial cues, such as a raised brow, tightened lid, and depressed lower lip, suggest a subtle emotional shift, further supporting the conclusion that the video is sarcastic."
115,1_11773_u,"The video is sarcastic because the speaker's utterance ""This is why I've been saying we should keep champagne on ice"" conveys a sense of confidence and conviction, but with a hint of ""I told you so"" or vindication, implying a subtle smugness. The tone shifts from neutral to cold and sarcastic, with deliberate slowing down of speech and harshening of the voice, indicating displeasure or disdain. The speaker's facial expressions, including raised brows, tightened lids, and lip corners, also suggest emotions like irritation, annoyance, and possibly even happiness, surprise, or doubt, further supporting the conclusion that the video is sarcastic."
116,1_S10E04_277_u,"The video is non-sarcastic. The speaker's utterance, ""I was disappointed to see the man I was engaged to pulling rainbow scarves out of his fly,"" conveys shock, surprise, disgust, and embarrassment, with a negative sentiment. The speaker's facial expressions, such as raised brows and a wrinkled nose, indicate surprise and doubt, while their tone and pitch drop, indicating disappointment and frustration. Although the speaker's facial expressions and possible emotions observed in the video are varied, the overall tone and sentiment suggest a non-sarcastic undertone."
117,1_S12E03_263_u,"The video is non-sarcastic because the speaker's utterance ""No. No. No, no. No, no, no, no, no, no, no, no."" conveys a sense of frustration, exasperation, and desperation, with a decidedly negative sentiment. The tone appears to be genuine and sincere in its frustration, rather than tongue-in-cheek or ironic. The speaker's facial expressions, such as a raised inner brow, lowered brow, and depressed lower lip, also suggest emotions like sadness and doubt, further supporting the non-sarcastic label."
118,1_5169_u,"The video is sarcastic. The speaker's utterance ""I'm not saying that you're not fun. You're the most fun person I know"" conveys irony and playful lightheartedness, but the tone is tongue-in-cheek, implying sarcasm. The phrase ""You're the most fun person I know"" is likely used to convey the opposite meaning, making the statement a backhanded compliment. The speaker's facial expressions, such as raised brows are consistent with a sarcastic tone. Overall, the video's tone and language suggest that the speaker is being facetious and playful, rather than genuinely expressing admiration."
119,1_6020_u,"The video is sarcastic because of the speaker's tone, facial expressions, and the outdated technology mentioned. The tone is informal and conversational, but with a hint of sarcasm or tongue-in-cheek humor, particularly in the phrase ""This'll just take a moment"" and the mention of a ""five and a quarter inch floppy."" The speaker's facial expressions, such as raised brows, which are common indicators of sarcasm. Additionally, the shift in energy towards the end of the clip, where the speaker raises their voice, adds to the sarcastic tone."
120,1_4995_u,"The video is sarcastic because of the speaker's tone, which is casual, conversational, and playful, with a hint of tongue-in-cheek humor. The rising intonation before ""Who'd have thought it?"" and the light-hearted delivery also suggest a sense of amusement and surprise, but with a subtle undertone of sarcasm. Additionally, the speaker's facial expressions, such as the raised inner brow, lowered brow, and lip corner pulled, indicate a mix of emotions, including happiness and doubt, which further support the conclusion that the video is sarcastic."
121,4_S01E04_001_u,"The video is sarcastic because the speaker's utterance ""Sometimes the best gift is the gift of never seeing you again"" conveys a negative sentiment with a hint of anger and frustration, which is ironic given the typical positive connotation of ""the best gift."" This irony, combined with the speaker's assertive yet warm tone and the facial cues indicating contempt, suggest that the speaker is being sarcastic. The contrast between the speaker's words, which imply a sense of relief and liberation, and the typical positive association of ""the best gift,"" further supports the conclusion that the video is sarcastic."
122,4_S01E02_060_u,"The video is non-sarcastic because despite the hint of sarcasm in the phrase ""call me if I can do something,"" the overall tone is informal, conversational, and genuine. The speaker's facial expressions and body language, suggest sincerity. Additionally, the speaker's tone shifts from neutral to slightly contemplative, indicating a genuine struggle to articulate their thoughts rather than a sarcastic tone. The video's context, featuring two actors in a hospital setting, also suggests a serious conversation, which further supports the non-sarcastic label."
123,1_S10E06_062_u,"The video is non-sarcastic because the speaker's utterance ""I felt a kick. There's a baby in there"" conveys genuine excitement and surprise, with a primary underlying emotion of thrill and astonishment. The tone is upbeat, and the language is straightforward, without any hint of irony or mocking undertones. The speaker's facial expressions, such as raised brows and a dropped jaw, and vocal dynamics, including a sharp rise in pitch and a sense of urgency, further reinforce the authenticity of their emotions, ruling out sarcasm."
124,2_579_u,"The video is non-sarcastic because the speaker's utterance ""No!"" conveys a strong sense of refusal or disagreement, expressing frustration or annoyance, which is reinforced by the direct and assertive tone, lacking any irony or mocking undertone. The speaker's facial expressions, such as raised inner brow, tightened lid, and wrinkled nose, also suggest genuine emotions like happiness, contempt, sadness, and doubt, rather than sarcasm."
125,1_S11E07_265_u,"The video is non-sarcastic because the speaker's tone is assertive and critical, conveying genuine disapproval and displeasure towards Sheldon's behavior. The use of the word ""rude"" specifically implies a sense of disapproval, and the speaker's facial expressions, such as a raised lowered brow and squint, suggest a serious and unhappy tone. The tone is straightforward and serious, lacking any irony or mocking intent, and the speaker's calm and composed demeanor further supports the non-sarcastic label."
126,1_S10E06_255_u,"The video is non-sarcastic because despite the speaker's utterance conveying frustration and a hint of sarcasm, the overall tone is relatable and humorous, implying playful exasperation. The speaker's facial expressions and tonality, which shift between neutral, pride, amusement, and seriousness, suggest a dynamic and lively conversation environment. The absence of consistent sarcasm in the speaker's tone and facial cues, along with the presence of emotions like sadness and doubt, further support the non-sarcastic label."
127,1_S10E05_079_u,"The video is non-sarcastic because the speaker's tone is primarily defensive and assertive, conveying a sense of mild annoyance or frustration, rather than sarcasm. The tone is informal and conversational, and the speaker's facial expressions and body language, such as raised brows and a tightened lid, suggest emotions like surprise, and doubt, but not sarcasm. The shift in intonation towards the end of the speech, where the speaker emphasizes the practicality of keeping toothbrushes organized, further supports a non-sarcastic tone."
128,1_S12E11_072_u,"The video is sarcastic because of the speaker's playful and humorous tone, particularly when saying ""No offense, worker bees,"" which is an unexpected and whimsical reference. The use of ""No offense"" can be ironic or sarcastic, implying that the speaker knows they're about to say something that might be perceived as offensive, but they're going to say it anyway. Additionally, the speaker's facial cues, such as raised brows and a tightened lid, suggest doubt, which can be a sign of sarcasm. While the overall sentiment is lighthearted and tongue-in-cheek, the subtle hints of irony and playful criticism point towards a sarcastic tone."
129,1_S11E04_347_u,"The video is sarcastic. The speaker's utterance ""What about people distracted by irritating passengers?"" conveys frustration and annoyance. The language used is straightforward. However, slight smile and smirk on the speaker's face suggest that he is not actually annoyed, rather he's making a sarcastic comment."
130,2_162_u,"The video is non-sarcastic because the speaker's utterance ""Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp"" conveys a genuine sense of frustration, physical discomfort, and pain, without any hint of irony or mocking tone. The speaker's tone is more akin to a cry of distress or a venting of frustration, and the language used is straightforward and descriptive. Additionally, the video context shows a comforting and familiar scene between two friends, and the speaker's facial expressions and tonality also suggest emotions such as fear, surprise, and sadness, but not sarcasm."
131,1_9594_u,"The video is non-sarcastic because despite the speaker's utterance conveying frustration and regret, the overall sentiment is negative only briefly, and the tone shifts to become more animated and upbeat. The speaker's facial expressions, such as parted lips, suggest sandess and frustration, contradicting the initial frustration. The video's context, featuring a casual conversation between actors in a kitchen, also contributes to the non-sarcastic tone. While there is a hint of sarcasm in the speaker's words, the overall tone and facial expressions suggest a genuine and enthusiastic demeanor."
132,4_S01E05_122_u,"The video is non-sarcastic because despite the speaker's utterance having a hint of sarcasm in the initial question ""Do all of you lie?"" and phrases like ""good strategy"" and ""good Catholic"" having a tongue-in-cheek quality, the overall tone is lighthearted and entertaining, with a focus on sharing a humorous and surprising story. The speaker's tone is assertive and straightforward, lacking any strong emotional undertones, and the facial expressions observed, such as doubt, do not convey sarcasm."
133,2_572_u,"The video is non-sarcastic. The speaker's utterance ""I'm so happy for them!""  with a particular stress on the word ""so"" suggests that she is genuinely happy for somebody. The speaker's facial expression and tone also does not convey an opposite emotion, indicating that she is not being sarcastic."
134,2_523_u,"The video is sarcastic because the speaker's utterance, ""I hook up out of work Soviet scientists with rogue third-world nations,"" contains a hint of irony and tongue-in-cheek tone, downplaying the potential risks or ethical implications of their profession. This is supported by the speaker's assertive and confident tone, as well as their facial expressions, which convey a sense of playfulness and humor. Additionally, the use of the phrase ""Hi Rasputin!"" adds a touch of whimsy and friendliness, further suggesting sarcasm."
135,1_S12E07_092_u,"The video is non-sarcastic because the speaker's utterance ""a little swagger in your step?"" conveys confidence, self-assurance, and charm, with a positive and uplifting sentiment. The tone is genuine and motivational, without any hint of irony or mocking. The speaker's delivery is powerful and commanding, demonstrating confidence and authority, with a subtle shift towards a more contemplative tone, but still maintaining a supportive and encouraging tone. The facial expressions observed, such as raised brows and cheek, lip corner pulled, and dimple, suggest emotions like happiness, which further support the non-sarcastic label."
136,1_S10E07_198_u,"The video is non-sarcastic. The speaker's utterance ""Oh, don't worry, I won't"" conveys annoyance and frustration. The informal and slightly dismissive tone, along with the speaker's facial expressions (e.g., raised brows, tightened lips, and a wrinkled nose), suggests sincerity. The video context, where two women are trying to enter a closed or under-construction building, adds to the sense of frustration and annoyance. Overall, the cues in the description point towards the conclusion that the video is non-sarcastic."
137,2_541_u,"The video is sarcastic because the speaker's utterance ""Oh yeah right"" conveys a sense of facetiousness and mockery, implying that they are being sarcastic. The tone of the text is dismissive and skeptical, and the phrase ""And what would my opening line be?"" has a rhetorical tone, suggesting irony. The overall sentiment expressed is negative, with a hint of frustration and annoyance, which is consistent with a sarcastic tone. Additionally, the speaker's facial expressions, such as raised brows and a wrinkled nose, suggest emotions like surprise and doubt, which can be indicative of sarcasm."
138,2_475_u,"The video is sarcastic because of the speaker's playful and teasing tone, exaggerated language, and tongue-in-cheek delivery. The phrase ""Oh yeah ok"" implies sarcasm, and the absurd amount of ""seventeen zillion dollars"" further reinforces this interpretation. Additionally, the speaker's facial expressions, such as raised brows and a tightened lid, suggest surprise and playfulness, which are consistent with a sarcastic tone. The overall atmosphere of the video, featuring a group of friends joking and having fun in a bar setting, also supports the conclusion that the video is sarcastic."
139,2_527_u,"The video is sarcastic because the speaker's utterance ""We thought you were just here for the company. He is a sarcasmoholic Stewart"" conveys a negative sentiment with a tone of criticism and disapproval, implying annoyance and frustration. The use of the word ""sarcasmoholic"" is an exaggeration, and the tone shifts from neutral to sarcastic, characterized by a sudden drop in pitch and a mocking intonation. The speaker's facial expressions, such as raised brows and parted jaw, also suggest emotions like surprise and doubt, further supporting the conclusion that the video is sarcastic."
140,3_S06E07_272_u,"The video is non-sarcastic. The speaker's utterance ""That you're an alcoholic?"" conveys a negative sentiment with an underlying emotion of accusation or confrontation. The tone is direct, blunt, and serious, lacking any irony or playful undertones. The speaker's facial expressions and possible emotions, such as surprise, fear, and doubt, suggest a genuine concern or disapproval rather than sarcasm. Overall, the video's tone and language are straightforward and serious, indicating a non-sarcastic tone."
141,1_S12E03_195_u,"The video is sarcastic because the speaker's utterance ""You're right, you've got Leonard. What more do you need?"" conveys a tone of playful irony and mocking agreement, with a hint of sarcasm. The speaker's assertive yet warm tone, rising pitch, and facial expressions such as raised brows and tightened lids suggest a sense of cheekiness and humor. The overall sentiment of lightheartedness and the speaker's ability to poke fun at the idea that having Leonard is insufficient further support the conclusion that the video is sarcastic."
142,4_S01E05_116_u,"The video is sarcastic because the speaker's utterance, ""banging my head against a wall,"" conveys a sense of absurdity and futility, implying that the conversation is going nowhere and is a waste of time. This phrase, along with the speaker's tone, which shifts from neutral to assertive and confrontational, and the use of sighs, suggests a tongue-in-cheek and ironic expression of frustration. Additionally, the speaker's facial cues, such as raised eyebrows and tightened lids, indicate a sense of annoyance and exasperation, further supporting the conclusion that the video is sarcastic."
143,1_S12E02_274_u,"The video is sarcastic because the speaker's tone is lighthearted and playful, with a touch of irony, and they mention their prestigious credentials, such as the MacArthur Genius Grant, in a tongue-in-cheek manner, implying they're not taking themselves too seriously. The speaker's facial expressions, including raised brows and a tightened lid, also suggest a hint of humor and sarcasm. Additionally, the consistent tone, along with the lack of negative emotions, contribute to the overall sarcastic tone."
144,2_499_u,"The video is non-sarcastic because the speaker's utterance ""The end."" conveys a sense of finality and resignation with a neutral to slightly negative sentiment, lacking any hint of irony or tongue-in-cheek undertones. The tone is straightforward, matter-of-fact, and consistently flat, with no emphasis on any syllable, indicating a neutral delivery. The speaker's facial expressions and body language also suggest doubt, rather than sarcasm. Overall, the consistent tone, intonation, and emotional state throughout the clip support the conclusion that the video is non-sarcastic."
145,2_534_u,"The video is non-sarcastic because despite the speaker's utterance ""Oh, come on!"" conveying frustration and annoyance, the overall sentiment is contradicted by the speaker's facial expressions and tone. The speaker's face shows happiness and smiling, with cues such as raised cheeks, lip corners pulled, and dimples, which suggest a playful and lighthearted tone. This inconsistency between the spoken phrase and the visual cues suggests that the speaker is not being sarcastic, but rather playful and ironic."
146,1_8136_u,"The video is sarcastic because the speaker's utterance ""Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here"" conveys a sense of reluctance and unhappiness, despite the words themselves being positive. The tone is one of resignation and discontent, and the use of ""yeah"" and the phrase ""there's no place I would rather be than here"" suggest insincerity and facetiousness. The underlying emotion of irony, which is often a manifestation of frustration, disappointment, or annoyance, also supports the conclusion of sarcasm. Additionally, the speaker's facial expressions, such as the raised inner brow and lowered brow, suggest doubt and contradiction, further indicating sarcasm."
147,1_8045_u,"The video is sarcastic because the speaker's utterance ""Dumped her? What, did he use a forklift?"" conveys amusement and playfulness through the use of irony and exaggeration, implying that the concept of ""dumping"" someone is ridiculous or overly dramatic. The tone is tongue-in-cheek, and the facial expressions, such as tightened lips, suggest doubt and a hint of aggression, further supporting the sarcastic sentiment."
148,1_2198_u,"The video is sarcastic because the speaker's utterance ""Assuming I can keep up this pace"" has a hint of sarcasm, implying that they may not be able to maintain the pace or that it's a challenging task. Additionally, the phrase ""fairly pointless conversation"" conveys a negative sentiment and frustration, which is reinforced by the speaker's tone, described as annoyed and impatient. The shift in tone from neutral to assertive and impatient, accompanied by a raised pitch and quicker pace, further supports the sarcastic label. The speaker's facial expressions, including raised brows, also suggest emotions like contempt and doubt, which are consistent with a sarcastic tone."
149,3_S03E01_185_u,"The video is non-sarcastic because the speaker's utterance ""No"" and ""Nope"" convey a sense of frustration and annoyance, with a direct and assertive tone, lacking any playful or tongue-in-cheek hints. The speaker's facial expressions, also suggest doubt and seriousness, further supporting the non-sarcastic label."
150,1_S09E03_143_u,"The video is non-sarcastic because despite the speaker's initial apathetic tone and phrase ""Fine, I guess"" which suggests a hint of sarcasm, the overall sentiment expressed is neutral to slightly positive. The speaker's tone shifts towards gratitude and appreciation towards the end, conveyed through a softening of their voice and gentle rising intonation. Additionally, the speaker's facial expressions and body language, such as raised eyebrows and a relaxed posture, suggest emotions like happiness and surprise, rather than sarcasm."
151,2_318_u,"The video is sarcastic because the speaker's utterance ""Was it not pain-free?"" conveys skepticism and doubt, implying they don't entirely believe the initial claim. The tone is slightly tongue-in-cheek, and suggest a hint of incredulity and mockery, further supporting the conclusion that the video is sarcastic."
152,1_7504_u,"The video is non-sarcastic because the speaker's utterance, ""To Stuart, your comic book store is out of this world. Just like the guy in this picture was,"" conveys admiration and enthusiasm through an exaggerated expression of praise. The tone is upbeat and celebratory, with a sense of excitement and appreciation for the store. The language used is genuine and sincere, with no irony or mocking tone. The speaker's facial expressions and tone of voice, as well as a loud and forceful delivery, further reinforce the positive and enthusiastic sentiment. Overall, the absence of irony, mocking tone, and the presence of genuine praise and excitement indicate a non-sarcastic tone."
153,1_S11E22_260_u,"The video is sarcastic because the speaker's utterance ""Step one is flunk out of art school"" conveys a tongue-in-cheek tone, implying a playful and humorous intent. The phrase's absurdity and unexpectedness suggest the speaker is not being entirely serious. The tonality description reveals a shift from a neutral to an upbeat and enthusiastic tone, further supporting the notion of sarcasm. Additionally, the speaker's facial expressions, such as raised brows and a tightened upper lid, indicate emotions like surprise and contempt, which are often associated with sarcastic behavior."
154,1_6472_u,"The video is sarcastic because the speaker's utterance ""You'd think a winner could make a decent cup of cocoa"" conveys disappointment and frustration, with a critical and disapproving tone. The use of the word ""winner"" is particularly sarcastic, implying that the person's supposed ""winning"" status is not as impressive as it seems. The speaker's facial expressions, such as a lowered brow and raised upper lid, also suggest doubt, further supporting the sarcastic tone. In contrast, the neutral tone and calm delivery described in the second part of the description are inconsistent with the overall sarcastic tone, suggesting that this part may be ironic or tongue-in-cheek."
155,3_S02E01_050_u,"The video is sarcastic because the speaker's tone is playful yet frustrated, conveying mild exasperation and annoyance at having to clarify a misunderstanding or stereotype. The phrase ""you're the other kind of Indian"" has a tongue-in-cheek quality, implying a sense of ""come on, don't be so predictable."" The speaker's facial expressions, such as raised brows and tightened lips, also suggest doubt and irritation. Additionally, the speaker's assertive and slightly confrontational tone, indicated by the phrase ""I get it,"" sets a defensive mood. Overall, the subtle yet present hint of sarcasm in the speaker's words and tone, along with their emotional state and facial expressions, conclude that the video is sarcastic."
156,2_202_u,"The video is non-sarcastic because the speaker's utterance ""Yeah?"" conveys curiosity and inquiry, with a neutral sentiment. The speaker's facial expressions, suggest doubt rather than sarcasm. Overall, the combination of the speaker's neutral tone, the warm video context, and the facial expressions indicating doubt all point to a non-sarcastic video."
157,4_S01E05_119_u,"The video is non-sarcastic because the speaker's utterance conveys concern and anxiety, with a serious and accusatory tone, indicating a genuine sense of responsibility and urgency. The language used is direct and assertive, without any ironic or tongue-in-cheek undertones. The speaker's facial expressions, such as a raised inner brow and tightened lips, also suggest a serious and concerned demeanor, further supporting the non-sarcastic label."
158,4_S02E09_019_u,"The video is sarcastic because the speaker's utterance ""On the bright side, it still means I was right"" conveys a sense of vindication and satisfaction with a slightly smug and triumphant tone, implying a hint of sarcasm. The use of the phrase ""on the bright side"" in a context where it's being used to highlight the speaker's own correctness adds to the irony and sarcasm. Additionally, the speaker's facial expressions, such as raised brows and tightened lips, suggest emotions like contempt and surprise, which further support the sarcastic tone."
159,1_11736_u,"The video is non-sarcastic because the speaker's utterance is characterized by uncertainty and doubt, with a neutral sentiment leaning slightly towards skepticism. The tone is apologetic and uncertain, rather than sarcastic or ironic. The speaker's facial expressions and tonality also convey a sense of confusion, curiosity, and wonder, further supporting the non-sarcastic label."
160,1_10853_u,"The video is non-sarcastic because the speaker's tone is serious and conciliatory, conveying a genuine attempt to explain and justify past actions. The tone shifts from calm to animated and passionate, indicating a personal and emotional aspect to the story being told. The speaker's facial expressions, such as raised brows and tightened lids, suggest a range of emotions including happiness and doubt, but no hint of sarcasm. The overall sentiment is neutral with a slightly negative undertone, further supporting the non-sarcastic label."
161,2_89_u,"The video is sarcastic because, despite the speaker's initial neutral tone and the neutral sentiment expressed in the utterance ""On the home shopping network"", the speaker's tone shifts to become more assertive and confrontational, suggesting disagreement or a critical stance. Additionally, the speaker's facial expressions, such as raised brows, tightened lids, and lip corners, indicate emotions like surprise, doubt, and possibly even happiness, which are inconsistent with a neutral tone, implying sarcasm."
162,4_S02E21_037_u,"The video is sarcastic due to the speaker's condescending tone, use of facetious language (""They even have the right to vote now""), and subtle emotional progression, which suggests a hint of irritation and annoyance. The speaker's facial expressions, such as raised brows and tightened lips, also convey a sense of contempt and doubt, further supporting the sarcastic label."
163,1_S12E17_195_u,"The video is sarcastic because of the speaker's defensiveness and annoyance, conveyed through a confrontational tone and a mocking phrase (""poor husbanding skills""). The playful yet biting tone, noticeable shift in intonation, and volume modulation suggest a layer of complexity, implying the speaker is not entirely serious. The speaker's facial expressions, including raised brows, tightened lids, and tightened lips, also indicate a sense of teasing or criticism rather than genuine negativity. Overall, the combination of tone, language, and facial cues points towards a sarcastic tone."
164,1_S11E02_030_u,"The video is sarcastic because the speaker's utterance ""Really? You?"" conveys skepticism and incredulity, with a neutral to slightly negative sentiment. The brevity and simplicity of the response, combined with the questioning tone, suggest facetiousness or irony. Additionally, the speaker's facial cues, such as a pulled lip corner, reinforce the emotional state of doubt, further indicating sarcasm."
165,1_S12E02_262_u,"The video is sarcastic because the speaker's utterance ""Riveting"" is an exaggeration, implying irony or amusement, and the brevity and simplicity of the text suggest facetiousness or tongue-in-cheek humor. Additionally, the speaker's facial cues, such as raised brows and parted lips, convey a playful and humorous tone, further supporting the conclusion of sarcasm."
