,KEY,sarcasm_explanation
123,2_454_u,"The video is non-sarcastic because the speaker's utterance is characterized by anxiety and nervousness, evident in the filler words and stuttering, conveying a sense of genuine concern and unease. The tone is apologetic and hesitant, lacking any hint of sarcasm. The speaker's facial expressions and tone of voice are also subdued and reserved, indicating a serious demeanor. The overall sentiment expressed is one of apprehension and possibly guilt, further supporting the non-sarcastic label."
124,1_2664_u,"The video is non-sarcastic because the speaker's tone is neutral, lacking strong emotional undertones, and the intonation follows a straightforward pattern without any discernible patterns or inflections that could suggest sarcasm. Additionally, the speaker's facial expressions convey emotions such as surprise and sadness, but not sarcasm. The underlying emotion of anxiety and apprehension, as well as the negative sentiment expressed, also support the conclusion that the video is non-sarcastic."
125,1_S10E10_269_u,"The video is sarcastic because the speaker's utterance ""Oh, yeah, I read about that on WhoGivesACrap.com"" is a clear indicator of sarcasm, implying facetiousness or irony. The tone is lighthearted and tongue-in-cheek, and the use of a fictional website name adds to the playful and humorous tone. The shift in tone to a more aggressive and confrontational tone when mentioning the website, along with the raised inner and outer brow, lip corner pulled, and lower lip depressed facial cues, further suggest sarcasm."
126,1_S12E02_433_u,"The video is non-sarcastic because despite the speaker's initial response ""Oh"" conveying disappointment or unenthusiasm, the overall tone and context of the conversation suggest a friendly and relaxed atmosphere. The speaker's tone shifts to become more upbeat and enthusiastic when mentioning the ""special thank you note"", indicating genuine appreciation. Additionally, the speaker's facial expressions and body language, such as raised cheeks, dimples, and a relaxed jaw, suggest happiness and positivity, contradicting the initial impression of sarcasm."
127,2_128_u,"The video is sarcastic because despite the speaker's utterance conveying curiosity and surprise, the tone is assertive and slightly aggressive, with a noticeable shift in tonality when saying ""post office"", indicating surprise or urgency. The speaker's facial expressions, such as raised inner brow, wrinkled nose, and tightened lips, suggest emotions like contempt and doubt, contradicting the neutral sentiment of the utterance. The forceful delivery and emphasis on key words further support the conclusion that the video is sarcastic."
128,2_35_u,"The video is non-sarcastic because despite the hint of irony and possible self-pity in the speaker's utterance, the overall sentiment expressed is one of sadness and desperation, with a strong sense of vulnerability and anxiety. The speaker's fearful tone, quick pace, and higher pitch at the beginning of the speech, as well as their facial expressions showing surprise, sadness, and doubt, suggest a genuine emotional state rather than sarcasm. Additionally, the shift in tone towards the end, becoming more assertive and confident, indicates a sincere emotional progression rather than a sarcastic tone."
129,1_10890_u,"The video is sarcastic because of the speaker's use of irony and exaggeration, such as saying ""the field of robotics really took a hit"" when mentioning Bernadette, implying a catastrophic impact. The tone is lighthearted and tongue-in-cheek, with a hint of sarcasm, and the speaker's facial expressions, such as a raised brow and tightened lip, suggest a playful yet mocking attitude. The shift in sentiment from neutral to more assertive and critical when mentioning Bernadette also contributes to the sarcastic tone."
130,1_12202_u,"The video is sarcastic because of the speaker's use of a tongue-in-cheek Star Wars reference, ""disturbance in the Force,"" to express their anticipation or excitement about someone's arrival, which adds a layer of whimsy and fun to the statement. Additionally, the speaker's facial cues, such as raised brows, tightened lids, and a wrinkled nose, suggest a playful and humorous tone, which is consistent with sarcasm. Although the overall sentiment is positive and enthusiastic, the hint of sarcasm in the speaker's tone and language suggests that the video is sarcastic."
131,1_S11E01_337_u,"The video is non-sarcastic because the speaker's utterance ""I'm sorry, what?"" conveys a genuine sense of confusion and puzzlement, with a neutral sentiment leaning slightly towards a negative tone due to possible frustration or annoyance. The speaker's facial expressions, including a lowered brow, raised cheek, and tightened lid, also suggest a sincere and inquiring tone, rather than irony or mockery."
132,1_S09E22_015_u,"The video is sarcastic because of the speaker's lighthearted and tongue-in-cheek tone, playful language, and facial expressions. The use of phrases like ""fried nuggets of chicken"" and the shift in tone towards assertiveness and emphasis suggest a sarcastic attitude. Additionally, the speaker's facial cues, such as raised brows, tightened lids, and a wrinkled nose, convey a sense of amusement and playfulness, further supporting the sarcastic label."
133,4_S01E03_067_u,"The video is sarcastic because the speaker's utterance ""Ah, so it's a proximity issue"" conveys a tone of frustration, annoyance, and dismissiveness, implying that the issue is being blown out of proportion. The use of ""Ah"" at the beginning of the sentence adds to the sense of sarcasm, suggesting an exasperated or ironic tone. Additionally, the speaker's facial expressions, such as raised brows and tightened lips, indicate a sense of emotional intensity that contradicts the neutral to slightly negative sentiment expressed in the text. The contrast between the speaker's tone and the serious context of the video, which appears to be a scene from ""The Dark Knight Rises"", further supports the conclusion that the video is sarcastic."
134,1_S10E05_120_u,"The video is non-sarcastic because the speaker's utterance conveys a genuine sense of longing and desire to escape responsibilities, with a lighthearted and inviting tone, and no apparent hint of sarcasm or irony. The speaker's facial expressions and body language, such as raised brows and a smiling face, also suggest happiness and enthusiasm, further supporting the non-sarcastic label. Additionally, the speaker's neutral tone and steady pace of speech delivery lack any discernible emotional shifts, indicating a calm and composed demeanor."
135,1_S10E18_391_u,"The video is sarcastic because the speaker's utterance ""Oh, great, it'll be easier for you to look up at the stars without a roof over your head"" conveys irony and frustration, implying that the situation is undesirable. The tone is facetious, and the phrase ""Oh, great"" is a clear indicator of sarcasm. Additionally, the speaker's facial expressions, such as raised brows and tightened lips, suggest a sense of mockery and criticism. The overall sentiment expressed is negative, and the speaker's tone shifts from neutral to condescending, further supporting the conclusion that the video is sarcastic."
136,1_8505_u,"The video is non-sarcastic because the speaker's utterance is characterized by anger, accusation, and hostility, with a strongly negative sentiment and a confrontational tone. The language used is aggressive and condemning, with no hint of irony or tongue-in-cheek tone. The speaker's intention is to directly accuse and condemn the person being addressed. Additionally, the speaker's tonality is described as angry and aggressive, with a harsh and loud manner of speaking, further emphasizing the negative emotions. The facial expressions observed in the video also suggest emotions such as surprise, sadness, and doubt, but not sarcasm."
137,2_306_u,"The video is sarcastic because of the speaker's utterance, tone, and facial expressions. The speaker's use of strong language, such as ""screwups,"" and the phrase ""give up every Tuesday of my life"" convey a sense of reluctance and resentment. The tone is assertive and somewhat aggressive, but with a noticeable shift to subdued and less assertive when saying ""I just get up every Tuesday night in my life,"" suggesting a moment of personal revelation or vulnerability. The phrase ""for the good of my health"" is likely used ironically, implying the opposite sentiment. The speaker's facial expressions, including raised brows, tightened lids, and a wrinkled nose, also suggest a sense of frustration and exasperation. Overall, the speaker's negative sentiment, ironic tone, and facial cues collectively indicate sarcasm."
138,1_S09E04_342_u,"The video is non-sarcastic because the speaker's utterance ""Who cares?"" is accompanied by a tone of frustration, disappointment, and exasperation, rather than sarcasm. The use of this phrase implies resignation and disinterest, and the speaker's facial expressions, such as a raised inner brow and wrinkled nose, convey a sense of genuine emotional distress. The overall sentiment is negative, with a critical and accusatory tone, further supporting the conclusion that the video is non-sarcastic."
139,4_S01E07_156_u,"The video is sarcastic because the speaker's utterance ""And you need to tell me that?"" conveys annoyance and frustration, with an informal and slightly aggressive tone, implying that the information being shared is unnecessary or obvious. The use of ""And"" at the beginning of the sentence creates a sense of exasperation, and the phrase ""you need to tell me that"" implies that the information is obvious or unnecessary, suggesting a mocking and incredulous tone. These cues, including the speaker's facial expressions and body language, indicate a sarcastic tone, contradicting the overall serious and tense atmosphere of the hospital setting."
140,2_283_u,"The video is sarcastic because of the speaker's utterance ""Dee. The sarcastic sister from What's Happening,"" which conveys a playful and humorous tone, with a hint of sarcasm in the use of ""sarcastic sister."" The speaker's assertive and slightly elevated tone, along with the facial cues such as raised brows, tightened lids, and lip corners, suggest a sense of conviction and positivity, but also a tongue-in-cheek quality that implies sarcasm. The overall sentiment is positive, but the speaker's delivery and facial expressions suggest a lighthearted and humorous tone that is characteristic of sarcasm."
141,1_S12E07_443_u,"The video is non-sarcastic because the speaker's utterance ""I have no idea"" conveys a genuine sense of frustration and helplessness, rather than irony or mocking tone. The neutral tone at the beginning of the speech, followed by a shift towards a more assertive and emphatic tone, suggests the speaker's increasing frustration and perplexity. The speaker's facial expressions, including a lowered brow, raised cheek, and tightened lid, also indicate distress and uncertainty. Overall, the speaker's tone, facial expressions, and body language suggest a sincere admission of uncertainty, rather than sarcasm."
142,2_587_u,"The video is sarcastic because of the speaker's playful and teasing tone, particularly in the phrase ""so you can find her,"" which implies a tongue-in-cheek attitude. The speaker's facial expressions, such as raised brows and a tightened upper lid, also suggest a hint of mischief and playfulness. Additionally, the shift in intonation when introducing the phrase ""about a half hour ago"" and the occasional undertones of happiness during moments of laughter contribute to the overall sarcastic tone."
143,1_4031_u,"The video is sarcastic because of the speaker's playful and humorous tone, evident in the use of the slang term ""bitchin'"" to describe Einstein's hope, which creates an ironic and incongruous tone. The anachronistic use of modern slang in a historical context adds to the sarcasm. Additionally, the contrast between the formal, professional setting and the informal language used further reinforces the sarcastic tone. The speaker's facial expressions, which convey a range of emotions including surprise, contempt, and doubt, also suggest a tongue-in-cheek delivery."
144,1_S10E17_125_u,"The video is sarcastic because the speaker's utterance ""You could charge people money to punch you"" is absurd and exaggerated, implying a playful and sarcastic tone. The tone shifts from neutral to upbeat and enthusiastic, and the facial expressions convey happiness and contempt, suggesting irony and tongue-in-cheek humor. The overall sentiment is one of amusement and lightheartedness, with the speaker using irony to highlight the absurdity of the idea, rather than genuinely suggesting it."
145,1_3837_u,"The video is non-sarcastic because the speaker's utterance is straightforward and lacks any ironic or tongue-in-cheek tone, conveying a genuine expression of their intention to get a drink. The tone is relaxed and matter-of-fact, with a neutral to slightly positive sentiment. The speaker's facial expressions and tonality also support this conclusion, as they display a range of emotions, including happiness and frustration, but no hint of sarcasm. The shift in intonation when mentioning 'thirsty' suggests a genuine emotional response to physical discomfort, rather than a sarcastic tone. Overall, the video's language, tone, and facial cues all point to a non-sarcastic label."
146,2_118_u,"The video is non-sarcastic because the speaker's utterance ""Seriously, it's moving!"" conveys excitement and enthusiasm, with a positive sentiment and a straightforward, sincere tone. The speaker's facial expressions, such as raised brows and a dropped jaw, suggest shock and concern, while their tone remains somber and grave, indicating a genuine reaction to a surprising event. The absence of any hint of sarcasm in the language and tone, combined with the speaker's controlled and measured delivery, further support the non-sarcastic label."
147,1_S10E01_075_u,"The video is sarcastic because the speaker's utterance ""It was nice of her to show us playing dumb with an example"" conveys annoyance and frustration, with a critical and disapproving tone. The phrase ""nice of her"" is likely used ironically, implying the opposite meaning, and ""playing dumb"" has a slightly sarcastic tone, suggesting insincerity. The speaker's facial cues, such as raised brows and lip corners, also indicate surprise and doubt, further supporting the sarcastic tone."
148,3_S01E08_422_u,"The video is sarcastic because the speaker's tone is somewhat subdued, yet tongue-in-cheek, implying a sense of resignation or acceptance. The use of the phrase ""at least"" and the word ""brutally"" adds irony to the statement, suggesting the speaker is poking fun at themselves or the situation. The speaker's facial cues, such as a tightened lid, wrinkled nose, and raised upper lid, also indicate a sense of discomfort or anxiety, which contrasts with the relief expressed in the utterance. Furthermore, the shift in tone from neutral to more assertive and emphatic during the phrase ""at least it didn't happen in a public and brutally embarrassing way"" suggests a hint of sarcasm."
149,1_S11E11_127_u,"The video is non-sarcastic because the speaker's tone is informal and relaxed, conveying a sense of casualness and nonchalance. The sentiment expressed is neutral, leaning towards positivity, with the use of ""Great"" implying agreement or enthusiasm. The tone is straightforward, lacking irony or mocking undertones. Additionally, the speaker's facial expressions and body language, such as smiling, raised eyebrows, and a tightened lid, suggest happiness and eagerness, further supporting the non-sarcastic label."
150,2_465_u,"Here is a concise yet comprehensive summary:

The video is sarcastic because the speaker's tone and facial expressions contradict the neutral to slightly negative sentiment conveyed by the utterance ""No Rose, that you should do."" The speaker's facial cues, such as raised brows, tightened lids, and lip corners, suggest happiness and enthusiasm, which is inconsistent with the frustration or exasperation sensed in the text. Additionally, the speaker's shift to a more upbeat tone and the context of the video, featuring the speaker smiling and laughing while talking, further support the conclusion that the video is sarcastic."
151,1_6355_u,"The video is sarcastic because the speaker's utterance ""said horrible things about each other in public... all in all, a pretty magical night"" conveys irony and sarcasm through the contrast between the negative atmosphere implied by ""said horrible things"" and the positive phrase ""a pretty magical night"". This tone is further supported by the speaker's facial expressions, which indicate surprise and doubt, and the tonality, which shifts from calm to animated and passionate, punctuated by moments of humor. The overall sentiment of dark humor, irony, and cynicism also suggest that the video is sarcastic."
152,4_S01E05_110_u,"The video is sarcastic because of the speaker's utterance, ""House of prayer, huh. That explains the good reception. Also why nobody's ever here,"" which conveys irony and skepticism. The informal and conversational tone with a hint of sarcasm, as well as the wry comment about the place being a ""house of prayer"" and the humorous tone when mentioning the emptiness of the church, all suggest sarcasm. Additionally, the speaker's facial expressions, such as raised brows, tightened lips, and a wrinkled nose, indicate emotions like surprise, contempt, and doubt, which further reinforce the sarcastic tone."
153,1_S10E02_372_u,"The video is non-sarcastic because the speaker's utterance ""Would you stop? We're just gonna be on the other side of campus"" conveys frustration and annoyance, with a direct and assertive tone, lacking any irony or mocking tone. The speaker's facial expressions, such as raised brows and tightened lids, also suggest genuine emotions like surprise, contempt, and doubt, rather than sarcasm. Furthermore, the shift in intonation and pace of the speech indicates excitement or eagerness, reinforcing the non-sarcastic nature of the video."
154,2_149_u,"The video is non-sarcastic because the speaker's utterance ""Thank you"" conveys a clear expression of gratitude and appreciation, which is reinforced by the polite, respectful, and sincere tone. The speaker's facial expressions, including raised cheeks, tightened lids, and a stretched lip, also suggest happiness and sincerity, further supporting the non-sarcastic label."
155,1_S10E04_158_u,"The video is non-sarcastic because the speaker's utterance ""I'm trying to think of an answer"" conveys frustration and indecision, with a neutral to slightly negative sentiment. The language is straightforward and honest, without any irony or tongue-in-cheek tone, indicating a genuine struggle to come up with an answer. Additionally, the speaker's facial expressions, such as a lowered brow and tightened lid, suggest emotions like doubt and happiness, but not sarcasm."
156,1_5953_u,"The video is non-sarcastic because despite a hint of irony in the phrase ""some other fun news"", the overall tone is lighthearted and casual, conveying a playful and non-critical atmosphere. The speaker's facial expressions and emotions, such as surprise, happiness, and excitement, also suggest a genuine and enthusiastic tone. Additionally, the video context, featuring a casual conversation between two people eating and talking on a couch, reinforces a relaxed and non-sarcastic tone."
157,1_11201_u,"The video is non-sarcastic because despite the speaker's annoyance and frustration, the tone is playful and conversational, suggesting a familiar setting. The sentiment is predominantly positive, reflecting a cheerful disposition, with emotions like happiness and satisfaction evident from the light-hearted manner of speaking. The speaker's facial expressions, such as the dimple and lip stretch, also convey a lively and upbeat atmosphere, contradicting the initial impression of sarcasm."
158,1_1466_u,"The speaker's utterance ""Maybe when I publish it, I'll include an inhaler"" conveys irony, humor, and a hint of sarcasm, implying that their work might be overwhelming. The tone is lighthearted and playful, with self-deprecation. The facial cues, such as raised brows and a tightened lid, suggest surprise and doubt, further supporting the sarcastic tone. The shift in intonation, from neutral to slightly excited, and the period of silence before the second sentence, also contribute to the overall sarcastic sentiment."
159,4_S01E02_053_u,"The video is sarcastic because the speaker's utterance, ""Yeah, probably got restless and shifted one hemisphere of his brain to a more comfortable position,"" conveys a tone of amusement, playfulness, and whimsy, with a dash of sarcasm. The use of hyperbole (""shifted one hemisphere of his brain"") and irony implies that the speaker is poking fun at the idea of someone being restless. The speaker's tonality, facial expressions, and body language also suggest a shift from a neutral to an animated and emphatic tone, further supporting the conclusion that the video is sarcastic."
160,1_S11E19_030_u,"The video is sarcastic because the speaker's utterance ""Except for you, Sheldon. You're eating crow"" conveys a playful, tongue-in-cheek tone with a hint of teasing or mocking, implying gentle ridicule or joking criticism. The use of the idiomatic expression ""eating crow"" to mean admitting defeat or swallowing one's pride adds to the sarcastic tone. Additionally, the speaker's facial cues, such as raised brows and tightened lids, suggest emotions like contempt and surprise, which are consistent with sarcasm. The tone is not overly sarcastic, but the subtle irony and playful jabbing in the speaker's words and facial expressions indicate a sarcastic tone."
161,1_11021_u,"The video is sarcastic because of the speaker's utterance ""Same as all of us, getting out of a car without underwear,"" which conveys a sense of shared experience and communal discomfort, but with a hint of facetiousness and tongue-in-cheek tone. The speaker's tonality shifts from neutral to upbeat and enthusiastic, especially when discussing the embarrassing situation, suggesting a playful and humorous intent. Additionally, the speaker's facial expressions, such as raised eyebrows and lip corners, and the possible emotions observed, including happiness and doubt, further support the conclusion that the video is sarcastic."
162,2_627_u,"The video is non-sarcastic because the speaker's utterance ""Whoa, whoa, whoa"" conveys a genuine sense of surprise and astonishment, with a neutral to positive sentiment and an informal, conversational tone. The speaker's warm and inviting tone, calm and composed emotional state, and friendly facial expressions, such as a raised brow and lip corner pulled, further support this conclusion. Additionally, the lack of negative emotions, anxiety, or stress in the speaker's voice and facial cues suggests a sincere and non-sarcastic tone."
163,2_305_u,"The video is non-sarcastic because the speaker's utterance ""Take a couple deep breaths"" conveys calmness and serenity, with a gentle and soothing tone that implies reassurance. The language is straightforward and sincere, with no irony or mocking tone. The speaker's voice exudes calmness and tranquility, with a soft and soothing tone, consistent intonation, and a peaceful state of mind. The facial expressions observed in the video, although showing a mix of emotions, do not suggest sarcasm. Overall, the video's calming and supportive atmosphere, encouraging relaxation and reduction of anxiety or stress, confirms its non-sarcastic nature."
164,2_488_u,"The video is non-sarcastic because the speaker's utterance ""Just a sec, give me a minute to wake up for this, Ah-ha-ha!!"" conveys genuine excitement and energy, with no hint of irony or mocking undertones. The language used is casual and informal, creating a sense of friendliness and approachability, and the tone is lighthearted and humorous. The speaker's facial expressions and tonality also suggest a range of emotions, including surprise, happiness, and enthusiasm, but no sarcasm. Overall, the video's positive sentiment, enthusiastic tone, and genuine emotional expressions all point to a non-sarcastic label."
165,1_5572_u,"The video is sarcastic because the speaker's utterance, ""He drank from Leonard's glass. He drank from Leonard's glass""—the words they'll be carving into my tombstone, is laced with irony, frustration, and annoyance, conveyed through a tongue-in-cheek tone and a mocking repetition of the phrase. The speaker's assertive and slightly aggressive tone, emphasized by the descending pitches and consistent loudness, further reinforces the sarcastic sentiment. Additionally, the speaker's facial expressions, including raised brows, tightened lids, and wrinkled nose, suggest a mix of emotions, including anger and frustration, which are typical of sarcastic behavior."
166,1_12331_u,"The video is non-sarcastic because the speaker's utterance ""Wow, there's a Denny's in Vegas you can actually get married in"" conveys genuine excitement and surprise, with a lighthearted and playful tone. The use of the word ""Wow"" and the enthusiastic intonation suggest a sense of wonder and amusement, without any hint of irony or mocking undertones. The speaker's facial expressions, such as raised brows, cheek, and lip corners, also indicate happiness and delight. Overall, the positive sentiment, playful tone, and genuine emotional cues all point to a non-sarcastic video."
167,1_S11E02_299_u,"The video is non-sarcastic because despite a hint of sarcasm in the phrase ""every time his dog levels up in Warcraft,"" the overall tone is lighthearted, humorous, and playful, with a positive sentiment expressed. The speaker's facial expressions, such as raised cheeks and lip corners, and a dimple, indicate happiness and amusement. The tone shifts from neutral to upbeat and enthusiastic, and the possible emotions observed are happiness, contempt, and doubt, but not genuine criticism or annoyance. The affectionate and teasing tone towards Howie's enthusiasm suggests a non-sarcastic tone."
168,2_30_u,"The video is non-sarcastic because the speaker's utterance ""So how'd it go?"" conveys a genuine curiosity and inquiry, with a neutral and conversational tone. The shift in intonation towards a more upbeat and enthusiastic tone, along with the fluctuating volume levels, suggests a heightened emotional state of curiosity or excitement. The speaker's facial expressions, although displaying a range of emotions such as sadness and doubt, do not indicate irony or mocking undertones. Overall, the speech and facial cues convey a sense of authenticity and sincerity, ruling out sarcasm."
169,2_271_u,"The video is sarcastic because of the speaker's playful yet ironic tone, use of informal language (""Noo"" instead of ""no""), and exaggerated facial expressions (raised brows, wrinkled nose, and lip corner pulled) that convey a sense of disdain or contempt. Although the speaker initially denies sarcasm, their tone and facial cues suggest otherwise, revealing a subtle yet unmistakable layer of sarcasm."
170,1_S11E11_055_u,"The video is non-sarcastic because the speaker's utterance conveys a genuine offer of generosity, with a casual and informal tone, and a positive sentiment. The language is straightforward and sincere, with no hint of irony or negativity. The speaker's facial expressions and tonality also support this conclusion, as they demonstrate altruism, self-sacrifice, and a sense of fair play, with no signs of sarcasm or mocking."
171,1_S10E13_135_u,"The video is sarcastic because the speaker's utterance ""Oh, no. Good game."" conveys a sense of disappointment and frustration, which is reinforced by the tone of the phrase ""Good game"" being insincere and ironic. The speaker's tonality shifts from neutral to assertive and then to subdued, indicating mixed feelings, and their facial expressions, such as raised brows and tightened lips, suggest emotions like contempt and doubt. The overall context of the video, featuring an intense game of chess with a competitive edge, also supports the conclusion that the speaker's comment is sarcastic."
172,1_S12E04_102_u,"The video is non-sarcastic because the speaker's utterance ""this is a safe space-- it's okay to be vulnerable"" conveys empathy and reassurance, with a calming and inviting tone that creates a sense of security and trust. The language used is genuine and sincere, with no undertones of irony or mocking. The speaker's warm and inviting demeanor, soft and varied voice, and facial expressions that show vulnerability and openness further support the non-sarcastic label. The overall sentiment expressed is positive and supportive, with a neutral tone and occasional moments of vulnerability and sincerity, which also suggests a lack of sarcasm."
173,1_S11E06_249_u,"The video is non-sarcastic because the speaker's tone is assertive yet warm, indicating a confident and inviting demeanor. The underlying emotion of reluctance or hesitation is genuine, rather than ironic or mocking. The facial expressions, such as raised brows and a tightened lid, suggest a sense of doubt or hesitation, but not sarcasm. Additionally, the shift in intonation when introducing the word ""baby"" and the use of ""well"" at the beginning of the sentence indicate a sense of uncertainty or obligation, rather than sarcasm. Overall, the speaker's tone and facial expressions convey a sense of genuineness and sincerity, making the video non-sarcastic."
174,1_S10E14_476_u,"The video is sarcastic because the speaker's utterance ""Oh, so all we need to do is get Sheldon knocked up"" conveys a sense of skepticism and irony, implying that the solution to a problem is being oversimplified. The tone is playful yet frustrated, with a noticeable shift in intonation when mentioning 'Sheldon', indicating surprise or emphasis. The speaker's facial expressions, such as raised brows and tightened lids, also suggest contempt and annoyance. Overall, the speaker's words and tone convey a sense of sarcasm, poking fun at the idea that getting someone ""knocked up"" would be a viable solution to any problem."
175,2_373_u,"The video is non-sarcastic. The speaker's utterance ""I was making a coconut phone with a professor"" conveys a sense of amusement and playfulness, with a positive sentiment. The tone is lighthearted and humorous, suggesting the speaker is not taking themselves too seriously. Although the speaker's facial expressions and possible emotions observed in the video, such as contempt and doubt, could suggest sarcasm, the overall tone and sentiment of the utterance lean towards playfulness rather than irony or mockery."
176,1_S12E15_273_u,"The video is sarcastic because the speaker's utterance ""I told you, if we left pizza on the counter"" conveys a tone of ""I was right, and you were wrong"" with a hint of condescension, implying that they were justified in their warning. The speaker's facial expressions, such as raised inner brow, wrinkled nose, and tightened lips, also suggest doubt and annoyance, reinforcing the sarcastic tone. Additionally, the accusatory tone and negative sentiment expressed in the utterance further support the conclusion that the video is sarcastic."
177,1_5580_u,"The video is sarcastic because of the speaker's utterance, tone, and facial expressions. The speaker's phrase ""la-di-da approach"" has a slightly mocking tone, and the use of ""Right, right"" at the beginning of the sentence creates a sense of informality and casualness, suggesting irony and playfulness. The speaker's tone is lighthearted and tongue-in-cheek, poking fun at a stereotype or cultural trope. Additionally, the speaker's facial expressions, such as raised brows, tightened lids, and lip corners, convey emotions like happiness, surprise, and doubt, which are inconsistent with the neutral and straightforward tone, implying sarcasm."
178,3_S01E01_226_u,"The video is sarcastic because the speaker's utterance ""Oh. Look at me, I traveled back to 2009"" conveys a tone of playfulness and irony, with a hint of tongue-in-cheek pride, suggesting that the speaker is being facetious about their accomplishment. This is reinforced by the facial cues, which indicate surprise, fear, and doubt, emotions that are at odds with the confident and assertive tone described. The disconnect between the speaker's words and their facial expressions, as well as the use of phrases like ""Look at me,"" imply that the speaker is being sarcastic."
179,1_S12E23_389_u,"The video is sarcastic because of the speaker's playful, teasing, and mocking tone, which is conveyed through the use of informal language, exaggerated claims, and irony. The speaker's facial expressions, such as raised brows and tightened lids, also suggest frustration and annoyance, which are typical indicators of sarcasm. Additionally, the shift in tone from neutral to frustrated, accompanied by an increase in volume and emphasis on certain words, further supports the conclusion that the video is sarcastic."
180,1_S11E05_370_u,"The video is non-sarcastic because the speaker's tone is inquiring and slightly urgent, conveying genuine concern and curiosity. The use of ""what"" instead of ""why"" suggests a desire for clarification, and the overall sentiment is neutral with a hint of worry or anxiety. The speaker's facial expressions, including raised brows and parted lips, indicate engagement and sincerity. The video context, featuring two actors in a well-lit living room, also suggests a serious and genuine conversation."
181,1_S09E04_106_u,"The video is non-sarcastic because the speaker's utterance ""Footprints on the Moon"" conveys a sense of wonder and awe, with an underlying emotion of excitement and pride. The tone is genuine and enthusiastic, without any irony or mocking undertones. The speaker's facial expressions, such as raised brows, cheek, and lip corners, and parted lips, suggest happiness and positivity. Additionally, the speaker's tonality transitions from neutral to upbeat and enthusiastic, further reinforcing the non-sarcastic nature of the video."
182,1_4576_u,"The video is non-sarcastic because despite a hint of sarcasm in the speaker's remark about people in the 14th century hiding ""The Miller's Tale"" in sock drawers, the overall tone is lighthearted and humorous, conveying a sense of intellectual playfulness and enjoyment. The speaker's facial expressions and tone of voice, described as assertive, confident, and impactful, also suggest a genuine and playful attitude rather than a sarcastic one. Additionally, the relaxed and comfortable atmosphere of the living room setting and the positive sentiment expressed by the speaker further support the conclusion that the video is non-sarcastic."
183,4_S03E23_015_u,"I disagree. Despite the presence of some emotional cues like raised brows, dimple, and lip tightening, which could suggest surprise or doubt, the overall tone and sentiment of the speaker's utterance convey a sense of annoyance, frustration, and correction rather than sarcasm. The use of ""wouldn't"" implies a sense of correction or contradiction, and the tone is more straightforward and corrective than sarcastic or ironic. The speaker appears to be making a genuine point rather than using irony or mockery. Therefore, the video is non-sarcastic."
184,1_5786_u,"The video is non-sarcastic because despite the speaker's use of irony and tongue-in-cheek tone, the overall sentiment is positive and amused, conveying playful teasing and lightheartedness. The humor is gentle and humorous, rather than bitter or critical, and the speaker's facial expressions and tone suggest happiness and playfulness, rather than sarcasm or negativity."
185,1_10810_u,"The video is sarcastic. Although the speaker's tone is assertive and composed, the absurdity of the plan and the emphasis on spreading a ridiculous rumor suggest a tongue-in-cheek tone, which is reinforced by the speaker's facial expressions, indicating happiness and surprise. The overall sentiment of lightheartedness and humor, as well as the playful and amusing tone, also support the conclusion that the video is sarcastic."
186,1_S12E04_070_u,"The video is non-sarcastic because the speaker explicitly states their genuine concern and worry about a specific issue, conveying a negative sentiment and anxiety. The tone is serious and apprehensive, and the language used is straightforward and sincere, without any hint of irony or tongue-in-cheek tone. Additionally, the speaker's facial expressions and body language, such as raised brows and a tightened lid, suggest a range of emotions including happiness, contempt, sadness, and doubt, but not sarcasm."
187,1_S10E04_262_u,"The video is non-sarcastic because the speaker's utterance ""What if we do this?"" conveys curiosity and neutrality, without any hint of irony or mockery. The tone shifts from uncertain to assertive, indicating determination or confidence, and the facial expressions suggest doubt rather than sarcasm. The overall sentiment remains neutral, and the context of the scene from ""The Big Bang Theory"" does not imply sarcasm."
188,2_537_u,"The video is non-sarcastic because despite the speaker's use of the slang term ""bitchin"" which may hint at sarcasm, the overall tone and sentiment expressed are negative, conveying frustration, annoyance, and anger. The speaker's loud and confident tone, consistent volume, and dynamic intonation, particularly around the emphasized words, suggest a genuine expression of disappointment rather than irony or playfulness. Additionally, the speaker's facial cues, such as a raised brow, wrinkled nose, and tightened lips, indicate a range of emotions including contempt and doubt, but not sarcasm."
189,1_S11E06_102_u,"The video is sarcastic because the speaker's utterance ""No, he is saying how can these prices be so low?"" conveys a sense of surprise, incredulity, and skepticism, with a hint of optimism. The tone is playful and tongue-in-cheek, implying a sense of ""really, is this too good to be true?"" The speaker's facial expressions, such as raised inner brow, wrinkled nose, and dropped jaw, also suggest doubt and skepticism. Additionally, the tonality shifts from neutral to curious or annoyed, further supporting the sarcastic label."
190,4_S02E08_017_u,"The video is sarcastic because the speaker's utterance ""I'm gay. Oh, that's not what you meant."" conveys a playful and lighthearted tone with a hint of irony and mocking, implying that the speaker is poking fun at the idea that their response was expected to be something else. The speaker's facial expressions, such as raised brows and lip corners, also suggest doubt and playful teasing, further supporting the sarcastic label."
